Move Number,Eval,Centipawn Loss,Time Left,Time Spent
40w,-5.07,0,7,1
40b,-4.8,0.27000000000000046,14,1
41w,-12.88,8.080000000000002,7,0
41b,-10.6,2.280000000000001,13,1
42w,-25.17,14.570000000000002,6,1
42b,-11.74,13.430000000000001,13,0
43w,-10.0,0,5,1
43b,-10.0,0,13,0
44w,-10.0,0,4,1
44b,-10.0,0,13,0
45w,-10.0,0,4,0
45b,-10.0,0,13,0
46w,-10.0,0,4,0
46b,-10.0,0,13,0
47w,-10.0,0,3,1
47b,-10.0,0,12,1
48w,-10.0,0,2,1
48b,-10.0,0,12,0
49w,-10.0,0,2,0
49b,-10.0,0,11,1
50w,-10.0,0,2,0
50b,-10.0,0,11,0
51w,-10.0,0,2,0
51b,-10.0,0,11,0
52w,-10.0,0,2,0
52b,-10.0,0,10,1
53w,-10.0,0,2,0
53b,-10.0,0,9,1
54w,-10.0,0,2,0
54b,-10.0,0,8,1
55w,-10.0,0,2,0
55b,-10.0,0,7,1
56w,-10.0,0,2,0
56b,-10.0,0,6,1
1w,0.08,0,60,0
1b,0.3,0.21999999999999997,60,0
2w,0.08,0.21999999999999997,59,1
2b,0.33,0.25,60,0
3w,0.0,0.33,59,0
3b,0.45,0.45,60,0
4w,0.19,0.26,59,0
4b,0.08,0,59,1
5w,0.0,0.08,58,1
5b,0.03,0.03,59,0
6w,0.05,0,57,1
6b,0.04,0,59,0
7w,-0.11,0.15,57,0
7b,0.0,0.11,58,1
8w,-0.08,0.08,56,1
8b,0.18,0.26,58,0
9w,0.02,0.16,56,0
9b,0.13,0.11,57,1
10w,0.14,0,55,1
10b,0.5,0.36,56,1
11w,0.0,0.5,54,1
11b,0.12,0.12,54,2
12w,0.01,0.11,53,1
12b,0.2,0.19,53,1
13w,0.14,0.06,52,1
13b,0.2,0.06,53,0
14w,0.1,0.1,49,3
14b,0.18,0.07999999999999999,52,1
15w,0.31,0,47,2
15b,0.25,0,51,1
16w,0.22,0.03,41,6
16b,1.1,0.8800000000000001,47,4
17w,0.42,0.6800000000000002,36,5
17b,1.4,0.98,45,2
18w,1.04,0.3599999999999999,35,1
18b,1.58,0.54,39,6
19w,1.43,0.15000000000000013,33,2
19b,1.98,0.55,38,1
20w,0.8,1.18,31,2
20b,1.33,0.53,38,0
21w,1.31,0.020000000000000018,31,0
21b,1.77,0.45999999999999996,37,1
22w,0.93,0.84,28,3
22b,1.6,0.67,30,7
23w,0.34,1.26,23,5
23b,0.49,0.14999999999999997,28,2
24w,-1.28,1.77,22,1
24b,-0.84,0.44000000000000006,25,3
25w,-1.27,0.43000000000000005,21,1
25b,0.09,1.36,22,3
26w,0.13,0,20,1
26b,1.18,1.0499999999999998,22,0
27w,0.38,0.7999999999999999,20,0
27b,0.74,0.36,20,2
28w,-0.53,1.27,15,5
28b,-0.1,0.43000000000000005,18,2
29w,-0.08,0,15,0
29b,0.05,0.13,16,2
30w,-0.08,0.13,13,2
30b,-0.07,0.009999999999999995,13,3
31w,-10.0,9.93,7,6
31b,-1.87,8.129999999999999,12,1
32w,-1.97,0.09999999999999987,4,3
32b,-1.32,0.6499999999999999,8,4
33w,-1.06,0,4,0
33b,-1.25,0,7,1
34w,-7.34,6.09,3,1
34b,0.0,7.34,7,0
35w,0.0,0,2,1
35b,0.0,0,6,1
36w,-2.5,2.5,2,0
36b,-2.23,0.27,5,1
37w,-10.71,8.48,2,0
37b,-3.6,7.110000000000001,4,1
38w,-11.45,7.85,2,0
38b,-9.43,2.0199999999999996,3,1
39w,-10.0,0.5700000000000003,2,0
39b,-10.0,0,3,0
40w,-10.0,0,1,1
40b,-10.0,0,3,0
41w,-10.0,0,1,0
41b,-9.25,0.75,3,0
42w,-10.0,0.75,0,1
42b,-10.0,0,3,0
43w,-10.0,0,0,0
43b,-9.29,0.7100000000000009,2,1
44w,-10.0,0.7100000000000009,0,0
44b,-10.0,0,2,0
45w,-10.0,0,0,0
45b,-10.0,0,2,0
46w,-10.0,0,0,0
46b,-55.5,0,0,2
1w,0.08,0,180,2
1b,0.52,0.44,180,2
2w,0.26,0.26,181,1
2b,0.37,0.10999999999999999,181,1
3w,0.02,0.35,181,2
3b,0.24,0.22,182,1
4w,0.07,0.16999999999999998,182,1
4b,0.22,0.15,183,1
5w,0.17,0.04999999999999999,182,2
5b,0.28,0.11000000000000001,184,1
6w,0.13,0.15000000000000002,179,5
6b,0.2,0.07,186,0
7w,0.12,0.08000000000000002,180,1
7b,0.01,0,187,1
8w,0.06,0,181,1
8b,0.23,0.17,188,1
9w,0.13,0.1,182,1
9b,0.23,0.1,175,15
10w,0.17,0.06,174,10
10b,0.37,0.19999999999999998,173,4
11w,-0.04,0.41,170,6
11b,-0.01,0.03,172,3
12w,-0.1,0.09000000000000001,170,2
12b,0.17,0.27,171,3
13w,0.16,0.010000000000000009,168,4
13b,0.19,0.03,160,13
14w,-0.02,0.21,158,12
14b,0.42,0.44,158,4
15w,-0.53,0.95,150,10
15b,0.13,0.66,154,6
16w,-0.05,0.18,148,4
16b,0.5,0.55,155,1
17w,-1.74,2.24,144,6
17b,-1.67,0.07000000000000006,155,2
18w,-1.84,0.17000000000000015,121,25
18b,-1.55,0.29000000000000004,155,2
19w,-1.67,0.11999999999999988,121,2
19b,-1.76,0,154,3
20w,-1.95,0.18999999999999995,120,3
20b,-1.85,0.09999999999999987,153,3
21w,-1.9,0.04999999999999982,117,5
21b,-1.65,0.25,153,2
22w,-2.3,0.6499999999999999,118,1
22b,-2.13,0.16999999999999993,152,3
23w,-4.85,2.7199999999999998,110,10
23b,-4.7,0.14999999999999947,151,3
1w,0.09,0,180,0
1b,0.23,0.14,180,0
2w,0.25,0,179,1
2b,0.26,0.010000000000000009,179,1
3w,0.06,0.2,177,2
3b,0.3,0.24,179,0
4w,0.1,0.19999999999999998,176,1
4b,0.08,0,178,1
5w,0.17,0,175,1
5b,0.14,0,178,0
6w,-0.19,0.33,174,1
6b,0.0,0.19,176,2
7w,-0.01,0.01,174,0
7b,0.0,0.01,174,2
8w,0.14,0,173,1
8b,0.54,0.4,171,3
9w,0.46,0.08000000000000002,168,5
9b,2.91,2.45,164,7
10w,0.0,2.91,138,30
10b,0.07,0.07,154,10
11w,-0.16,0.23,138,0
11b,1.04,1.2,150,4
12w,0.76,0.28,136,2
12b,4.07,3.3100000000000005,141,9
13w,3.61,0.4600000000000004,132,4
13b,4.55,0.94,137,4
14w,4.01,0.54,124,8
14b,6.47,2.46,127,10
15w,3.9,2.57,116,8
15b,7.42,3.52,124,3
16w,7.19,0.22999999999999954,115,1
16b,6.91,0,123,1
17w,5.01,1.9000000000000004,86,29
17b,4.88,0,123,0
18w,3.51,1.37,85,1
18b,15.48,11.97,80,43
19w,11.29,4.190000000000001,82,3
19b,10.0,0,78,2
1w,0.08,0,60,0
1b,0.1,0.020000000000000004,60,0
2w,0.17,0,59,1
2b,0.21,0.03999999999999998,60,0
3w,0.0,0.21,59,0
3b,0.18,0.18,60,0
4w,-0.1,0.28,59,0
4b,0.11,0.21000000000000002,60,0
5w,-0.01,0.12,58,1
5b,-0.03,0,59,1
6w,0.01,0,58,0
6b,0.0,0,58,1
7w,-0.38,0.38,58,0
7b,-0.08,0.3,57,1
8w,-0.05,0,57,1
8b,0.42,0.47,57,0
9w,0.54,0,56,1
9b,0.57,0.029999999999999916,56,1
10w,0.45,0.11999999999999994,56,0
10b,0.61,0.15999999999999998,55,1
11w,0.53,0.07999999999999996,54,2
11b,0.45,0,53,2
12w,-1.03,1.48,50,4
12b,-0.88,0.15000000000000002,48,5
13w,-1.0,0.12,48,2
13b,-0.97,0.030000000000000027,43,5
14w,-3.67,2.7,47,1
14b,-3.71,0,37,6
15w,-3.56,0,46,1
15b,-2.19,1.37,35,2
16w,-2.3,0.10999999999999988,46,0
16b,-2.5,0,34,1
17w,-2.7,0.20000000000000018,46,0
17b,-2.67,0.03000000000000025,32,2
18w,-2.82,0.1499999999999999,43,3
18b,-2.5,0.31999999999999984,24,8
19w,-4.65,2.1500000000000004,43,0
19b,-4.25,0.40000000000000036,21,3
20w,-5.37,1.12,33,10
20b,-4.15,1.2199999999999998,10,11
21w,-10.0,5.85,27,6
21b,-6.76,3.24,8,2
22w,-6.77,0.009999999999999787,27,0
22b,-6.65,0.11999999999999922,7,1
23w,-10.0,3.3499999999999996,26,1
23b,-2.99,7.01,6,1
24w,-3.08,0.08999999999999986,26,0
24b,-2.95,0.1299999999999999,5,1
25w,-3.65,0.6999999999999997,24,2
25b,-3.46,0.18999999999999995,4,1
26w,-3.72,0.26000000000000023,24,0
26b,-3.44,0.28000000000000025,3,1
27w,-5.25,1.81,24,0
27b,-5.15,0.09999999999999964,3,0
28w,-4.99,0,23,1
28b,-4.87,0.1200000000000001,3,0
29w,-5.8,0.9299999999999997,23,0
29b,-4.71,1.0899999999999999,2,1
30w,-8.19,3.4799999999999995,23,0
30b,-6.18,2.01,2,0
31w,-6.96,0.7800000000000002,23,0
31b,-6.6,0.3600000000000003,1,1
32w,-9.0,2.4000000000000004,23,0
32b,-8.41,0.5899999999999999,1,0
33w,-8.12,0,23,0
33b,-6.63,1.4899999999999993,0,1
34w,-7.29,0.6600000000000001,22,1
34b,-6.45,0.8399999999999999,0,0
1w,0.08,0,900,5
1b,0.07,0,900,5
2w,0.07,0,903,2
2b,0.21,0.13999999999999999,905,0
3w,0.03,0.18,907,1
3b,0.22,0.19,909,1
4w,0.22,0,910,2
4b,0.21,0,911,3
5w,0.1,0.10999999999999999,913,2
5b,0.0,0,913,3
6w,0.0,0,917,1
6b,0.37,0.37,916,2
7w,0.32,0.04999999999999999,921,1
7b,0.37,0.04999999999999999,920,1
8w,0.36,0.010000000000000009,924,2
8b,0.64,0.28,924,1
9w,0.45,0.19,898,31
9b,0.64,0.19,928,1
10w,0.38,0.26,881,22
10b,0.51,0.13,930,3
11w,0.43,0.08000000000000002,880,6
11b,1.5,1.07,935,0
12w,1.32,0.17999999999999994,866,19
12b,1.25,0,929,11
13w,1.23,0.020000000000000018,856,15
13b,1.48,0.25,932,2
14w,1.33,0.1499999999999999,852,9
14b,1.51,0.17999999999999994,935,2
15w,1.3,0.20999999999999996,849,8
15b,1.31,0.010000000000000009,937,3
16w,1.07,0.24,846,8
16b,1.16,0.08999999999999986,933,9
17w,1.16,0,840,11
17b,1.22,0.06000000000000005,937,1
18w,1.1,0.11999999999999988,831,14
18b,1.1,0,940,2
19w,1.16,0,830,6
19b,1.07,0,943,2
20w,1.02,0.050000000000000044,767,68
20b,1.1,0.08000000000000007,947,1
21w,1.02,0.08000000000000007,763,9
21b,1.14,0.11999999999999988,950,2
22w,1.14,0,757,11
22b,1.24,0.10000000000000009,954,1
23w,0.96,0.28,744,18
23b,1.25,0.29000000000000004,952,7
24w,1.23,0.020000000000000018,727,22
24b,2.02,0.79,954,3
25w,1.93,0.09000000000000008,725,7
25b,1.95,0.020000000000000018,957,2
26w,1.85,0.09999999999999987,707,23
26b,2.61,0.7599999999999998,861,101
27w,2.28,0.33000000000000007,690,22
27b,4.5,2.22,854,12
28w,3.11,1.3900000000000001,687,8
28b,23.83,20.72,836,23
1w,0.09,0,600,0
1b,0.23,0.14,600,0
2w,0.25,0,598,2
2b,0.45,0.2,598,2
3w,0.0,0.45,593,5
3b,0.0,0,595,3
4w,0.08,0,588,5
4b,0.06,0,563,32
5w,-1.0,1.06,560,28
5b,-1.23,0,563,0
6w,-1.25,0.020000000000000018,556,4
6b,-1.01,0.24,560,3
7w,-1.68,0.6699999999999999,538,18
7b,-1.48,0.19999999999999996,552,8
8w,-3.25,1.77,515,23
8b,-3.26,0,523,29
9w,-3.21,0,510,5
9b,-3.21,0,520,3
10w,-3.25,0.040000000000000036,493,17
10b,-1.77,1.48,438,82
11w,-1.76,0,471,22
11b,-1.63,0.13000000000000012,429,9
12w,-1.69,0.06000000000000005,467,4
12b,-1.7,0,425,4
13w,-1.63,0,449,18
13b,-1.32,0.30999999999999983,420,5
14w,-1.61,0.29000000000000004,438,11
14b,-1.55,0.06000000000000005,389,31
15w,-1.65,0.09999999999999987,427,11
15b,-1.55,0.09999999999999987,376,13
16w,-1.9,0.34999999999999987,424,3
16b,-1.9,0,361,15
17w,-2.14,0.2400000000000002,410,14
17b,-2.19,0,339,22
18w,-2.5,0.31000000000000005,398,12
18b,-2.44,0.06000000000000005,336,3
19w,-2.65,0.20999999999999996,394,4
19b,-2.55,0.10000000000000009,331,5
20w,-2.71,0.16000000000000014,347,47
20b,-2.65,0.06000000000000005,331,0
21w,-2.73,0.08000000000000007,345,2
21b,-1.09,1.64,268,63
22w,-4.36,3.2700000000000005,337,8
22b,-4.33,0.03000000000000025,266,2
23w,-4.24,0,333,4
23b,-2.86,1.3800000000000003,241,25
24w,-3.97,1.1100000000000003,324,9
24b,-3.8,0.17000000000000037,222,19
25w,-3.8,0,319,5
25b,-3.76,0.040000000000000036,221,1
26w,-3.89,0.13000000000000034,312,7
26b,-3.74,0.1499999999999999,214,7
27w,-4.01,0.2699999999999996,310,2
27b,-3.88,0.1299999999999999,209,5
28w,-4.46,0.5800000000000001,310,0
28b,-4.26,0.20000000000000018,205,4
29w,-4.73,0.47000000000000064,287,23
29b,-4.5,0.23000000000000043,196,9
30w,-5.93,1.4299999999999997,283,4
30b,-5.62,0.3099999999999996,194,2
31w,-6.34,0.7199999999999998,282,1
31b,-6.12,0.21999999999999975,187,7
32w,-6.48,0.3600000000000003,281,1
32b,-6.38,0.10000000000000053,185,2
33w,-6.95,0.5700000000000003,272,9
33b,-6.88,0.07000000000000028,182,3
34w,-7.37,0.4900000000000002,270,2
34b,-7.28,0.08999999999999986,163,19
35w,-7.21,0,261,9
35b,-7.07,0.13999999999999968,162,1
36w,-7.32,0.25,259,2
36b,-7.25,0.07000000000000028,159,3
37w,-7.7,0.4500000000000002,257,2
37b,-7.4,0.2999999999999998,157,2
38w,-7.94,0.54,243,14
38b,-7.88,0.0600000000000005,149,8
39w,-8.59,0.71,206,37
39b,-8.12,0.47000000000000064,124,25
40w,-10.0,1.8800000000000008,196,10
40b,-128.72,0,122,2
41w,-10.0,0,194,2
41b,-10.0,0,119,3
42w,-10.0,0,190,4
42b,-10.0,0,116,3
43w,-10.0,0,190,0
43b,-10.0,0,115,1
44w,-10.0,0,188,2
44b,-10.0,0,115,0
1w,0.08,0,600,0
1b,0.1,0.020000000000000004,600,0
2w,0.17,0,599,1
2b,0.21,0.03999999999999998,598,2
3w,0.06,0.15,597,2
3b,0.17,0.11000000000000001,595,3
4w,0.12,0.05000000000000002,596,1
4b,0.11,0,594,1
5w,0.15,0,595,1
5b,0.0,0,592,2
6w,0.14,0,578,17
6b,0.07,0,590,2
7w,-0.15,0.22,575,3
7b,0.47,0.62,587,3
8w,0.3,0.16999999999999998,571,4
8b,0.36,0.06,584,3
9w,0.33,0.02999999999999997,567,4
9b,0.51,0.18,581,3
10w,0.45,0.06,567,0
10b,0.69,0.23999999999999994,577,4
11w,0.47,0.21999999999999997,554,13
11b,0.57,0.09999999999999998,562,15
12w,0.34,0.22999999999999993,540,14
12b,0.52,0.18,555,7
13w,0.35,0.17000000000000004,494,46
13b,0.29,0,539,16
14w,0.2,0.08999999999999997,484,10
14b,0.15,0,513,26
15w,-0.65,0.8,482,2
15b,-0.39,0.26,509,4
16w,-0.65,0.26,460,22
16b,-0.55,0.09999999999999998,481,28
17w,-1.37,0.8200000000000001,457,3
17b,-1.35,0.020000000000000018,460,21
18w,-1.45,0.09999999999999987,446,11
18b,-1.38,0.07000000000000006,452,8
19w,-1.39,0.010000000000000009,405,41
19b,-1.08,0.30999999999999983,447,5
20w,-3.84,2.76,366,39
20b,-1.33,2.51,423,24
21w,-2.23,0.8999999999999999,366,0
21b,-2.1,0.1299999999999999,407,16
22w,-2.5,0.3999999999999999,332,34
22b,-2.72,0,393,14
23w,-2.52,0,328,4
23b,-2.33,0.18999999999999995,380,13
24w,-3.01,0.6799999999999997,292,36
24b,-2.37,0.6399999999999997,367,13
25w,-3.52,1.15,276,16
25b,-3.23,0.29000000000000004,347,20
26w,-3.17,0,269,7
26b,-3.3,0,327,20
27w,-5.08,1.7800000000000002,262,7
27b,-4.67,0.41000000000000014,317,10
28w,-22.52,17.85,251,11
28b,-15.52,7.0,284,33
1w,0.08,0,180,0
1b,0.1,0.020000000000000004,180,0
2w,0.12,0,179,1
2b,0.23,0.11000000000000001,180,0
3w,0.12,0.11000000000000001,179,0
3b,0.22,0.1,179,1
4w,0.28,0,177,2
4b,0.66,0.38,178,1
5w,0.53,0.13,177,0
5b,0.83,0.29999999999999993,178,0
6w,0.49,0.33999999999999997,176,1
6b,0.42,0,178,0
7w,0.4,0.019999999999999962,176,0
7b,0.56,0.16000000000000003,178,0
8w,0.3,0.26000000000000006,175,1
8b,0.51,0.21000000000000002,177,1
9w,0.31,0.2,174,1
9b,0.55,0.24000000000000005,176,1
10w,0.5,0.050000000000000044,171,3
10b,0.6,0.09999999999999998,175,1
11w,0.5,0.09999999999999998,168,3
11b,0.55,0.050000000000000044,174,1
12w,0.34,0.21000000000000002,165,3
12b,0.48,0.13999999999999996,173,1
13w,0.41,0.07,160,5
13b,0.85,0.44,172,1
14w,0.09,0.76,157,3
14b,0.23,0.14,170,2
15w,0.26,0,155,2
15b,0.25,0,170,0
16w,0.35,0,148,7
16b,0.52,0.17000000000000004,163,7
17w,0.36,0.16000000000000003,148,0
17b,0.39,0.030000000000000027,161,2
18w,0.11,0.28,147,1
18b,0.22,0.11,157,4
19w,0.12,0.1,145,2
19b,0.51,0.39,155,2
20w,0.08,0.43,142,3
20b,0.0,0,155,0
21w,-0.09,0.09,137,5
21b,-0.14,0,152,3
22w,0.0,0,132,5
22b,0.0,0,145,7
23w,-0.85,0.85,130,2
23b,-0.45,0.39999999999999997,138,7
24w,-0.72,0.26999999999999996,129,1
24b,-0.28,0.43999999999999995,135,3
25w,-0.61,0.32999999999999996,128,1
25b,-0.57,0.040000000000000036,135,0
26w,-0.78,0.21000000000000008,126,2
26b,-0.72,0.06000000000000005,132,3
27w,-0.82,0.09999999999999998,126,0
27b,-0.8,0.019999999999999907,131,1
28w,-1.64,0.8399999999999999,123,3
28b,-1.31,0.32999999999999985,123,8
29w,-1.5,0.18999999999999995,120,3
29b,-1.25,0.25,106,17
30w,-1.36,0.1100000000000001,118,2
30b,-1.42,0,105,1
31w,-1.35,0,117,1
31b,-1.35,0,103,2
32w,-1.59,0.24,116,1
32b,-1.24,0.3500000000000001,100,3
33w,-1.21,0,115,1
33b,-1.11,0.09999999999999987,94,6
34w,-2.28,1.1699999999999997,114,1
34b,-2.3,0,92,2
35w,-3.27,0.9700000000000002,114,0
35b,-2.9,0.3700000000000001,90,2
36w,-4.88,1.98,111,3
36b,-2.26,2.62,88,2
37w,-1.95,0,111,0
37b,-2.16,0,87,1
38w,-4.02,1.8599999999999994,109,2
38b,-3.68,0.3399999999999994,86,1
39w,-5.02,1.3399999999999994,107,2
39b,-4.83,0.1899999999999995,63,23
40w,-6.54,1.71,105,2
40b,-6.31,0.23000000000000043,62,1
41w,-5.93,0,82,23
41b,-4.46,1.4699999999999998,56,6
42w,-12.36,7.8999999999999995,80,2
42b,-11.7,0.6600000000000001,54,2
43w,-21.45,9.75,68,12
43b,-18.1,3.349999999999998,50,4
1w,0.09,0,60,0
1b,0.17,0.08000000000000002,60,0
2w,0.03,0.14,59,1
2b,0.32,0.29000000000000004,59,1
3w,0.11,0.21000000000000002,59,0
3b,0.08,0,59,0
4w,0.08,0,57,2
4b,0.12,0.039999999999999994,58,1
5w,0.06,0.06,54,3
5b,-0.05,0,58,0
6w,0.02,0,51,3
6b,0.06,0.039999999999999994,58,0
7w,-0.09,0.15,50,1
7b,-0.08,0.009999999999999995,57,1
8w,-0.12,0.039999999999999994,49,1
8b,0.0,0.12,57,0
9w,0.01,0,48,1
9b,0.04,0.03,56,1
10w,-0.05,0.09,47,1
10b,0.17,0.22000000000000003,55,1
11w,-0.22,0.39,44,3
11b,-0.11,0.11,54,1
12w,-1.47,1.3599999999999999,43,1
12b,0.08,1.55,52,2
13w,-0.71,0.7899999999999999,41,2
13b,-0.77,0,51,1
14w,-0.77,0,40,1
14b,3.52,4.29,45,6
15w,3.47,0.04999999999999982,37,3
15b,5.43,1.9599999999999995,44,1
16w,5.17,0.2599999999999998,36,1
16b,5.88,0.71,39,5
17w,5.75,0.1299999999999999,35,1
17b,5.93,0.17999999999999972,39,0
18w,5.53,0.39999999999999947,34,1
18b,6.69,1.1600000000000001,36,3
1w,0.05,0,60,0
1b,0.2,0.15000000000000002,60,0
2w,0.15,0.05000000000000002,60,0
2b,0.0,0,60,0
3w,-0.11,0.11,60,0
3b,0.2,0.31,58,2
4w,-0.17,0.37,60,0
4b,-0.05,0.12000000000000001,58,0
5w,0.0,0,60,0
5b,0.29,0.29,57,1
6w,0.21,0.07999999999999999,60,0
6b,0.11,0,57,0
7w,0.0,0.11,60,0
7b,0.03,0.03,56,1
8w,-0.07,0.1,60,0
8b,-0.15,0,55,1
9w,-0.39,0.24000000000000002,60,0
9b,0.57,0.96,52,3
10w,0.11,0.45999999999999996,53,7
10b,0.17,0.06000000000000001,52,0
11w,0.12,0.05000000000000002,53,0
11b,0.45,0.33,52,0
12w,-1.52,1.97,45,8
12b,-1.42,0.10000000000000009,50,2
13w,-3.15,1.73,43,2
13b,-3.1,0.04999999999999982,49,1
14w,-3.2,0.10000000000000009,43,0
14b,-3.17,0.03000000000000025,48,1
15w,-3.25,0.08000000000000007,39,4
15b,-2.94,0.31000000000000005,47,1
16w,-2.95,0.010000000000000231,34,5
16b,-2.95,0,42,5
17w,-3.05,0.09999999999999964,32,2
17b,-2.83,0.21999999999999975,41,1
18w,-3.05,0.21999999999999975,29,3
18b,-3.05,0,41,0
19w,-3.26,0.20999999999999996,26,3
19b,-3.12,0.13999999999999968,40,1
20w,-4.37,1.25,24,2
20b,-3.18,1.19,37,3
1w,0.08,0,180,0
1b,0.52,0.44,180,0
2w,0.26,0.26,179,1
2b,0.62,0.36,179,1
3w,0.42,0.2,177,2
3b,0.56,0.14000000000000007,179,0
4w,0.42,0.14000000000000007,175,2
4b,0.45,0.030000000000000027,178,1
5w,0.32,0.13,174,1
5b,0.58,0.25999999999999995,176,2
6w,0.69,0,171,3
6b,0.53,0,176,0
7w,0.67,0,168,3
7b,0.57,0,175,1
8w,0.21,0.36,162,6
8b,0.4,0.19000000000000003,172,3
9w,0.19,0.21000000000000002,159,3
9b,0.18,0,169,3
10w,0.22,0,156,3
10b,0.25,0.03,166,3
11w,0.23,0.01999999999999999,152,4
11b,0.45,0.22,165,1
12w,0.07,0.38,140,12
12b,0.14,0.07,159,6
13w,0.0,0.14,135,5
13b,0.0,0,156,3
14w,-0.43,0.43,131,4
14b,-0.08,0.35,154,2
15w,-0.13,0.05,128,3
15b,0.0,0.13,149,5
16w,0.43,0,124,4
16b,0.35,0,144,5
17w,-0.11,0.45999999999999996,108,16
17b,-0.07,0.039999999999999994,144,0
18w,0.0,0,105,3
18b,0.96,0.96,140,4
19w,0.96,0,99,6
19b,0.93,0,138,2
20w,0.9,0.030000000000000027,99,0
20b,1.45,0.5499999999999999,127,11
21w,1.2,0.25,95,4
21b,2.03,0.8299999999999998,126,1
22w,2.07,0,91,4
22b,2.36,0.29000000000000004,122,4
23w,1.44,0.9199999999999999,85,6
23b,1.58,0.14000000000000012,122,0
24w,1.37,0.20999999999999996,80,5
24b,2.36,0.9899999999999998,118,4
25w,2.34,0.020000000000000018,76,4
25b,2.42,0.08000000000000007,117,1
26w,2.33,0.08999999999999986,76,0
26b,2.33,0,117,0
27w,2.4,0,73,3
27b,2.47,0.07000000000000028,115,2
28w,1.76,0.7100000000000002,68,5
28b,2.01,0.24999999999999978,110,5
29w,1.99,0.019999999999999796,65,3
29b,2.18,0.19000000000000017,103,7
30w,1.75,0.43000000000000016,63,2
30b,3.29,1.54,101,2
31w,1.8,1.49,50,13
31b,2.44,0.6399999999999999,98,3
32w,1.45,0.99,42,8
32b,2.25,0.8,92,6
33w,2.02,0.22999999999999998,37,5
33b,2.25,0.22999999999999998,66,26
34w,2.13,0.1200000000000001,34,3
34b,2.57,0.43999999999999995,63,3
35w,-0.08,2.65,28,6
35b,2.27,2.35,53,10
36w,2.27,0,25,3
36b,2.67,0.3999999999999999,47,6
37w,2.75,0,23,2
37b,2.67,0,45,2
38w,2.47,0.19999999999999973,22,1
38b,2.23,0,43,2
39w,1.1,1.13,8,14
39b,1.07,0,41,2
40w,0.84,0.2300000000000001,8,0
40b,6.58,5.74,39,2
41w,-5.37,11.95,5,3
41b,-5.23,0.13999999999999968,37,2
42w,-5.09,0,4,1
42b,-5.0,0.08999999999999986,37,0
1w,0.09,0,600,0
1b,0.23,0.14,600,0
2w,0.25,0,598,2
2b,0.26,0.010000000000000009,598,2
3w,0.06,0.2,598,0
3b,0.26,0.2,597,1
4w,0.4,0,597,1
4b,0.19,0,595,2
5w,0.17,0.01999999999999999,594,3
5b,0.15,0,593,2
6w,0.19,0,593,1
6b,0.23,0.04000000000000001,592,1
7w,0.09,0.14,591,2
7b,0.08,0,590,2
8w,-0.02,0.1,590,1
8b,0.1,0.12000000000000001,588,2
9w,0.06,0.04000000000000001,589,1
9b,0.14,0.08000000000000002,580,8
10w,-0.04,0.18000000000000002,588,1
10b,0.38,0.42,573,7
11w,0.21,0.17,582,6
11b,0.3,0.09,571,2
12w,0.32,0,577,5
12b,0.51,0.19,535,36
13w,0.45,0.06,575,2
13b,0.71,0.25999999999999995,533,2
14w,0.42,0.29,573,2
14b,0.52,0.10000000000000003,531,2
15w,0.25,0.27,572,1
15b,0.55,0.30000000000000004,528,3
16w,-2.0,2.55,384,188
16b,-1.73,0.27,519,9
17w,-2.33,0.6000000000000001,382,2
17b,-2.2,0.1299999999999999,506,13
18w,-2.37,0.16999999999999993,381,1
18b,-2.4,0,496,10
19w,-2.62,0.2200000000000002,379,2
19b,-2.57,0.050000000000000266,465,31
20w,-5.95,3.3800000000000003,363,16
20b,-5.94,0.009999999999999787,457,8
21w,-6.69,0.75,361,2
21b,-6.61,0.08000000000000007,401,56
1w,0.08,0,600,0
1b,0.07,0,600,0
2w,0.1,0,598,2
2b,0.47,0.37,597,3
3w,0.0,0.47,597,1
3b,0.23,0.23,595,2
4w,0.0,0.23,593,4
4b,0.42,0.42,593,2
5w,0.46,0,592,1
5b,0.45,0,591,2
6w,0.42,0.030000000000000027,587,5
6b,0.4,0,586,5
7w,0.15,0.25,584,3
7b,0.25,0.1,584,2
8w,0.27,0,582,2
8b,0.63,0.36,582,2
9w,-0.06,0.69,578,4
9b,0.75,0.81,577,5
10w,0.0,0.75,576,2
10b,1.33,1.33,574,3
11w,1.05,0.28,573,3
11b,1.03,0,571,3
12w,0.72,0.31000000000000005,568,5
12b,0.96,0.24,569,2
13w,0.87,0.08999999999999997,566,2
13b,1.0,0.13,568,1
14w,0.76,0.24,561,5
14b,1.48,0.72,564,4
15w,1.34,0.1399999999999999,553,8
15b,1.67,0.32999999999999985,557,7
16w,-0.07,1.74,546,7
16b,0.0,0.07,546,11
17w,-1.33,1.33,545,1
17b,-0.4,0.93,543,3
18w,-2.02,1.62,541,4
18b,-2.06,0,534,9
19w,-2.4,0.33999999999999986,530,11
19b,-2.27,0.1299999999999999,532,2
20w,-4.36,2.0900000000000003,507,23
20b,-3.97,0.3900000000000001,527,5
21w,-4.69,0.7200000000000002,488,19
21b,-4.68,0.010000000000000675,525,2
22w,-4.4,0,484,4
22b,-4.33,0.07000000000000028,523,2
23w,-4.8,0.46999999999999975,484,0
23b,-4.65,0.14999999999999947,487,36
24w,-4.67,0.019999999999999574,483,1
24b,-4.41,0.2599999999999998,485,2
25w,-6.71,2.3,471,12
